date,PRCP_anom_mean,TAVG_anom_mean,PRCP_anom_std,TAVG_anom_std,N_stations,log_price,log_price_lagt,log_return
1994-10-04,-0.0365384615384615,0.6153846153846132,0.0,0.0,1,7.287752140440255,7.290456579825076,-0.0027044393848205672
1994-10-05,-0.0072478991596638,-0.0273109243697433,0.2900623321312716,2.284727372825442,2,7.265828245232121,7.287752140440255,-0.021923895208134425
1994-10-06,-0.1893095238095238,-0.6785714285714306,0.1484587522976899,0.2525381361380555,2,7.265653474443565,7.265828245232121,-0.00017477078855598904
1994-10-07,0.3111494252873563,-1.1287356321839042,0.6394846154454893,3.400614681016686,2,7.255916080255546,7.265653474443565,-0.009737394188018555
1994-10-10,-0.1482142857142857,-4.285714285714292,0.0,0.0,1,7.2539868805574965,7.255916080255546,-0.0019291996980497217
1994-10-11,-0.0743333333333333,-0.5333333333333314,0.0,0.0,1,7.254135412741511,7.2539868805574965,0.00014853218401444934
1994-10-12,0.4658658008658009,-4.399350649350652,0.6783643133969833,0.6012983506772986,3,7.252486175935841,7.254135412741511,-0.0016492368056697515
1994-10-13,-0.0596296296296296,-0.5555555555555571,0.0,0.0,1,7.2530315036594395,7.252486175935841,0.0005453277235982767
1994-10-14,-0.0195008403361344,0.4940966386554635,0.2820441979998517,1.4976577947664016,5,7.255238104551954,7.2530315036594395,0.0022066008925145653
1994-10-21,-0.2216352955323543,-0.384959539371304,0.227359408814527,1.6758667189133774,6,7.29401038415761,7.294316156115268,-0.00030577195765779663
1994-10-24,-0.2953846153846154,1.2307692307692264,0.0,0.0,1,7.286013616652085,7.29401038415761,-0.007996767505525249
1994-10-25,-0.03,-1.5600000000000025,0.0,0.0,1,7.286794272853779,7.286013616652085,0.0007806562016945406
1994-10-26,-0.0924999999999999,1.1666666666666714,0.0,0.0,1,7.297761512027756,7.286794272853779,0.010967239173976573
1994-10-27,0.1633002419149478,-1.486032594856124,0.259031345470729,2.2813041134196177,5,7.311311900420953,7.297761512027756,0.01355038839319711
1994-10-28,-0.0120600732600732,-1.0856117216117211,0.1203333423539715,1.524189812014305,5,7.299878444552348,7.311311900420953,-0.011433455868604447
1994-10-31,-0.0271428571428571,1.2142857142857082,0.0,0.0,1,7.301215279962869,7.299878444552348,0.0013368354105205427
1994-11-01,0.0035488215488215,-0.3806637806637809,0.2529498049190389,2.125899347648226,6,7.289337446626969,7.301215279962869,-0.011877833335899979
1994-11-02,-0.0514285714285714,0.7857142857142918,0.0,0.0,1,7.287505919250311,7.289337446626969,-0.0018315273766580376
1994-11-03,-0.009725,-1.1063636363636344,0.0129122761355231,4.184096908790325,3,7.282231829902764,7.287505919250311,-0.0052740893475471395
1994-11-04,-0.0387499999999999,-2.1666666666666714,0.0936916485072175,1.7677669529663689,2,7.278760058638296,7.282231829902764,-0.003471771264467627
1994-11-07,-0.0342857142857142,-4.035714285714285,0.0060609152673132,4.192133059891676,2,7.262979170653555,7.278760058638296,-0.0157808879847412
1994-11-08,-0.0110052521008403,-3.218005650536078,0.081756077038635,2.102514119994815,4,7.267302095145297,7.262979170653555,0.004322924491741986
1994-11-09,-0.0346428571428571,0.4285714285714306,0.0,0.0,1,7.26444322283637,7.267302095145297,-0.0028588723089271184
1994-11-10,-0.1099032501889644,0.0710506424792133,0.1193617088311967,1.1866134359293627,7,7.260353926100247,7.26444322283637,-0.00408929673612235
1994-11-11,-0.1866666666666666,2.2592592592592524,0.0,0.0,1,7.2657303773536785,7.260353926100247,0.005376451253431114
1994-11-14,-0.0093333333333333,0.36666666666666,0.0,0.0,1,7.254354634223265,7.2657303773536785,-0.01137574313041334
1994-11-15,-2.500000000000002e-05,-0.2789285714285711,0.0633562705175177,1.7892973774292733,5,7.287642716284764,7.254354634223265,0.03328808206149869
1994-11-16,-0.0514285714285714,2.035714285714292,0.0,0.0,1,7.276355829354872,7.287642716284764,-0.011286886929892326
1994-11-17,0.0,1.896551724137936,0.0,0.0,1,7.2783321418960805,7.276355829354872,0.001976312541208891
1994-11-18,-0.0742323826966684,-0.2880865166579472,0.0618483409703114,1.6718300215184136,7,7.282884883294182,7.2783321418960805,0.0045527413981014675
1994-11-21,-0.0537258375009922,1.0484529338051,0.068644620586869,1.8725993527387443,8,7.291533585852714,7.282884883294182,0.008648702558532229
1994-11-22,-0.0195287356321839,-1.6816091954023022,0.0031047677058995,1.1102389231043932,2,7.2888867100748485,7.291533585852714,-0.0026468757778657093
1994-11-23,-0.0219247311827956,-1.3143817204301094,0.0179059993331008,3.075484533095211,4,7.287416991141787,7.2888867100748485,-0.0014697189330616922
1994-11-24,-0.0571428571428571,-0.8214285714285694,0.0,0.0,1,7.277758998812143,7.287416991141787,-0.009657992329644038
1994-11-25,0.0,0.28125,0.0,0.0,1,7.277752091470674,7.277758998812143,-6.907341468576078e-06
1994-11-28,-0.1041840607210626,-2.437381404174573,0.0556427290622507,0.2026055483096145,2,7.26088093163195,7.277752091470674,-0.01687115983872456
1994-11-29,-0.0162068965517241,-0.5862068965517295,0.0,0.0,1,7.205197070062324,7.26088093163195,-0.05568386156962557
1994-11-30,0.0,-1.8799999999999957,0.0,0.0,1,7.2136946677047495,7.205197070062324,0.008497597642425525
1995-01-05,0.0,1.9375,0.0,0.0,1,7.283249033094317,7.269630677087783,0.013618356006533716
